link,Nome,Pontuação,Avaliações,somelier,tipo,origem,Vinícola,Teor Alcoólico,Amadurecimento,Safra,Classificação,Visual,Olfativo,Gustativo,Temperatura de serviço,Potencial de guarda,Harmonização
https://wine.com.br/vinhos/louis-latour-chassagne-montrachet-rouge-2013/prod15489.html,Louis Latour Chassagne-Montrachet Rouge 2013,2.5,3,"Pinot Noir da Borgonha com surpreendente complexidade olfativa, como notas de frutas negras, alcaçuz, nuance de baunilha e toque vegetal. No paladar, as camadas de sabores se abrem aos poucos em notas de groselha, especiarias e sutil defumado. Essas notas associadas aos taninos macios culminam em um final convidativo e agradável.",Tinto,França-Bourgogne,Maison Louis Latour,13.00% ABV,10 a 12 meses em barricas de carvalho francês.,2013,Seco,Vermelho-rubi.,"Cereja, amora, cassis, alcaçuz, nuance de baunilha e toque vegetal. ","Nota de groselha, especiarias, sutil sabor defumado, taninos macios, boa presença gustativa, com final convidativo e agradável",15 °C,8 anos,"Risoto de pato, polenta ao molho de cogumelo porcini, filé-mignon ao molho madeira com purê, vitela com cenouras sauté, talharim ao ragu de cordeiro, atum defumado."
https://wine.com.br/vinhos/altas-cumbres-malbec-2014-375ml/prod15483.html,Altas Cumbres Malbec 2014 375ml,,,"Um tinto com aroma de frutas maduras, com notas florais, de violeta, caramelo, cacau e baunilha. Elaborado com a Malbec, variedade que atinge uma de suas melhores expressões na região de Luján de Cuyo, esse exemplar possui um paladar equilibrado, frutado e com taninos maduros. Altas Cumbres é o nome da linha de entrada da vinícola Lagarde, composta por vinhos modernos, saborosos e fáceis de beber e de harmonizar.",Tinto,Argentina-Mendoza,Lagarde,13.50% ABV,30% do vinho estagiou de 3 a 5 meses em barricas de carvalho sendo 50% francesas e 50% americanas,2014,Seco,Rubi com reflexos violáceos.,"Frutas maduras como ameixa, groselha e cereja, com notas florais, de violeta, caramelo, cacau e baunilha.","Equilibrado, frutado, com taninos maduros, e final agradável.",15 °C,4 anos,"Abobrinha gratinada, estrogonofe de carne, filé à parmegiana, batata recheada, suflê de legumes, pizzas variadas."
https://wine.com.br/vinhos/cava-negra-malbec-2015/prod15470.html,Cava Negra Malbec 2015,2.5,3,"Leve, macio, frutado e fácil de beber, este Malbec jovem e moderno é propício às mais diversas ocasiões, de um jantar formal à um bate papo com os amigos. É elaborado pela Bodegas Barberis, uma vinícola familiar, fundada em 1952 e localizada aos pés da Cordilheira dos Andes, movida por um sentimento de paixão e uma filosofia de produção que une tradição e modernidade.",Tinto,Argentina-Mendoza,Bodega Barberis,13.50% ABV,,2015,Seco,Vermelho rubi com tons violeta.,"Traz frutas vermelhas negras com um toque marcante de ameixas, e discretas nuances de especiarias.","Leve, de acidez delicada, é macio e equilibrado.",15 °C,4 anos,"Espaguete ao molho de linguiça fresca, lasanha, sanduíche de rosbife, pizza de calabresa, estrogonofe de carne, e queijos como prato, minas padrão, emmental e provolone."
https://wine.com.br/vinhos/yellow-tail-cabernet-sauvignon-2015/prod15509.html,Yellow Tail Cabernet Sauvignon 2015,4.0,6,"Tinto com aromas de frutas negras, notas de cassis, chocolate, violeta, e nuance de ervas e baunilha. Em boca é frutado, fácil de beber, macio, equilibrado e fresco. A linha Yellow Tail foi elaborada para os momentos descontraídos e é repleta de vinhos versáteis e fáceis de beber. É um sucesso mundial e ocupa o quinto lugar entre as marcas mais vendidas no mercado do vinho.",Tinto,Austrália-South Eastern Australia,Yellow Tail,13.50% ABV,4 meses em barricas de carvalho francês e americano,2015,Meio Seco/Demi-Sec,Rubi intenso.,"Frutas negras, notas de cassis, chocolate, violeta, e nuance de ervas e baunilha.","Frutado, fácil de beber, macio, equilibrado e fresco.",15 °C,4 anos,"Pastel de calabresa, estrogonofe de carne, frango à parmegiana, filé com fritas, pizzas variadas e carne ensopada. "
https://wine.com.br/vinhos/louis-latour-grand-ardeche-chardonnay-2013/prod15491.html,Louis Latour Grand Ardèche Chardonnay 2013,,,"Um Chardonnay com aromas de frutas brancas, nuances de baunilha, amêndoas e manteiga. Em boca é redondo, equilibrado, frutado, amanteigado e elegante. Maison Louis Latour é um dos produtores mais inovadores e tradicionais da Borgonha, na França. Em 1979, expandiu seus vinhedos para o Vale do rio Ardèche, local ideal para a produção de vinhos Chardonnay de alta qualidade. Grand Ardèche Chardonnay vem dos melhores vinhedos e as uvas após a prensa são colocadas imediatamente em barris de carvalho feitas pela tanoaria em Latour, onde o vinho vai envelhecer como os grandes vinhos da Borgonha.",Branco,França-Vallée du Rhône,Maison Louis Latour,13.50% ABV,8 a 10 meses em barricas de cavalho francês,2013,Seco,Amarelo-palha.,"Frutas brancas, nuances de baunilha, amêndoas e manteiga. ","Redondo, equilibrado, frutado, amanteigado e elegante.",9 °C,8 anos,"Camarão na moranga, picanha suína com farofa de amêndoas, risoto primavera com lagostins, vieiras grelhadas com bacon, abobrinha recheada e queijos de média cura."
https://wine.com.br/vinhos/ropiteau-freres-les-plants-nobles-pinot-noir-2015/prod15418.html,Ropiteau Frères Les Plants Nobles Pinot Noir 2015,3.5,79,"Com aroma de frutas vermelhas, como groselha e cereja, floral, com notas defumadas, esse exemplar traz um paladar frutado, fresco e com taninos presentes e macios, características marcantes dos vinhos elaborados no sul da França. Com o objetivo de disseminar os seus rótulos e a sua paixão pelo mundo do vinho, a Roupiteau Frères expandiu a sua produção para outras regiões além da Borgonha, entre elas o sul da França, que segundo algumas literaturas recebeu as primeiras vinhas de gregos e romanos em 600 a.C.",Tinto,França-Languedoc-Roussillon,Ropiteau Frères,12.50% ABV,Parte do vinho estagiou em barricas de carvalho.,2015,Seco,Rubi.,"Frutas vermelhas como groselha e cereja, floral, com notas defumadas.","Frutado, fresco, com taninos presentes e macios.",15 °C,4 anos,"Ratatouille, picadinho de carne, nhoque ao sugo, lagarto recheado, escondidinho de carne seca, bruschetta de queijo e bacon."
https://wine.com.br/vinhos/bodegas-carrau-amat-cerro-chapeu-tannat-2012/prod15445.html,Bodegas Carrau Amat Cerro Chapeu Tannat 2012,4.0,9,"Tannat com aromas de frutas vermelhas em compota, com destaque para ameixa e marmelo, com notas de baunilha e tabaco. Em boca, é frutado, elegante, fresco, harmônico e estruturado com taninos macios e final agradável. Uma das particularidades dos vinhos da Bodegas Carrau com o rótulo ''Amat'' é que nunca são engarrafadas as safras que não atinjam um nível alto de excelência.",Tinto,Uruguai-Cerro Chapeu,Bodegas Carrau,13.50% ABV,"20 meses sobre as borras em barricas de carvalho francês e americano, seguido por 12 meses em garrafas, nas caves.",2012,Seco,Rubi intenso.,"Frutas vermelhas, com destaque para ameixa e marmelo, com notas de baunilha, tabaco e especiarias, com leve mentolado.","Frutado, elegante, fresco, harmônico e estruturado com taninos macios e final agradável.",16 °C,12 anos,"Nhoque ao ragu de pato, bife ancho ao poivre, bife de tira ao chimichurri, baby beef grelhado em crosta de mostarda, mignon suíno com massa na manteiga de ervas, confit de frango com risoto de quiabo."
https://wine.com.br/vinhos/ernst-loosen-johann-wolf-winemaker-s-select-pinot-noir-2015/prod15496.html,Ernst Loosen Johann Wolf Winemaker's Select Pinot Noir 2015,3.0,33,"Pinot Noir com aromas de frutas frescas, com delicada nuance terrosa, de folhas secas, e de paladar frutado, fresco e leve. Esse vinho é da linha Winemaker's Select, rótulo exclusivo para os sócios e clientes da Wine e sua garrafa é vedada com screw-cap Stelvin, escolhidos pelo produtor para preservar todo o frescor desse exemplar.",Tinto,Alemanha-Pfalz,Villa Wolf ,12.50% ABV,,2015,Meio Seco/Demi-Sec,Rubi brilhante.,"Frutas frescas, com delicada nuance terrosa e de folhas secas.","Frutado, fresco e leve.",15 °C,5 anos,"Vitela com cenouras, frango com cogumelos guisados, risoto de salmão defumado com Emmental, costelinha de porco com batata doce, moussaka, ravióli de presunto cru com molho branco."
https://wine.com.br/vinhos/portas-da-herdade-tinto-2015/prod15465.html,Portas Da Herdade Tinto 2015,4.0,26,"Tinto português com aromas de frutas negras maduras, como amora e ameixa, com nuance floral e notas de manjericão. Em boca é macio, fresco, frutado, com taninos presentes e final equilibrado. É elaborado pela Herdade da Farizoa, uma antiga quinta que entre os séculos 18 e 19 pertenceu a uma extinta ordem religiosa.",Tinto,Portugal-Alentejo,Herdade da Farizoa,13.50% ABV,,2015,Seco,Rubi com reflexos brilhantes.,"Frutas negras maduras, como amora e ameixa, com nuance floral e notas de manjericão.","Macio, fresco, frutado, com taninos presentes e final equilibrado. ",15 °C,5 anos,"Berinjela à parmegiana, pimentão recheado, batatas recheadas com bacon e queijo, nhoque à bolonhesa, leitão a pururuca e queijos de média cura."
https://wine.com.br/vinhos/louis-latour-bourgogne-cuvee-latour-rouge-2013/prod15488.html,Louis Latour Bourgogne Cuvée Latour Rouge 2013,,,"Framboesa, groselha, cereja e notas de alcaçuz são os aromas desse tinto de paladar equilibrado, leve, elegante e com taninos macios. Com uvas colhidas à mão, provenientes de videiras com cerca de 30 anos de idade, esse exemplar é elaborado por um dos maiores nomes da viticultura francesa. Com mais de 200 anos de história e tradição, a Louis Latour atualmente é comandada pela 11ª geração da família Latour.",Tinto,França-Bourgogne,Maison Louis Latour,13.00% ABV,De 10 a 12 meses em tanques de aço inox.,2013,Seco,Rubi.,"Framboesa, groselha, cereja, com notas de alcaçuz.","Equilibrado, leve, elegante, com taninos macios e notas de frutas vermelhas.",15 °C,5 anos,"Maminha grelhada, salmão ao forno, penne à carbonara, risoto com quatro queijos, berinjela recheada, queijos maduros."
https://wine.com.br/vinhos/bodegas-carrau-amat-cerro-chapeu-tannat-2008/prod15444.html,Bodegas Carrau Amat Cerro Chapeu Tannat 2008,3.0,21,"Tannat com aromas de frutas vermelhas em compota, com ameixas, cassis e alcaçuz em evidência, com notas balsâmicas e de baunilha e coco. Seu paladar é aveludado, redondo, robusto, com taninos presentes e final persistente. Bodegas Carrau Amat Tannat é o único vinho do Uruguai citado no famoso livro de Neil Beckett ''Os 1001 vinhos para beber antes de morrer''.",Tinto,Uruguai-Cerro Chapeu,Bodegas Carrau,13.00% ABV,"20 meses sobre as borras em barricas de carvalho francês e americano, seguido por 12 meses em garrafas, nas caves.",2008,Seco,Rubi intenso.,"Frutas vermelhas em compota, com ameixas, cassis e alcaçuz em evidência, com notas balsâmicas e de baunilha e coco.","Aveludado, redondo, robusto, com taninos presentes e final persistente.",16 °C,12 anos,"Pernil de cordeiro com cuscuz marroquino, t-bone com legumes grelhados, tornedor de filé-mignon ao molho de de tomates frescos com manjericão com batatas recheadas, shimeji e shitake grelhados com tapenade de azeitonas, bolinho de feijoada com recheio de bacon crocante, penne ao ragu de rabada."
https://wine.com.br/vinhos/goulart-r-reserva-malbec-cabernet-sauvignon-2012/prod15417.html,Goulart R Reserva Malbec Cabernet Sauvignon 2012,3.5,21,"Com aromas de frutas como ameixas e amoras, sobre notas de especiarias e couro, e um paladar macio, equilibrado e de bom corpo, este tinto Reserva é polivalente, para simplesmente apreciar ou acompanhar petiscos e refeições. Um excelente exemplar elaborado pela renomada Bodega Goulart, que tem à frente a brasileira Erika Goulart.",Tinto,Argentina-Mendoza,Bodega Goulart,14.50% ABV,12 meses em barricas de carvalho francês.,2012,Seco,Rubi com reflexos violáceos.,"Frutas como ameixas e amoras, com notas de especiarias e couro.","Bom corpo, equilibrado, taninos macios e boa acidez, com final que traz notas de pimenta e cacau.",16 °C,8 anos,"Assado de tira grelhado, polenta mole com ragu de costela, lasanha à bolonhesa, borscht - sopa de beterraba e creme de leite, baião de dois, queijos semiduros."
https://wine.com.br/vinhos/dr-loosen-villa-wolf-pinot-gris-qualitatswein-trocken-2014/prod15494.html,Dr. Loosen Villa Wolf Pinot Gris Qualitatswein Trocken  2014,,,"Equilibrado, com bom corpo e saborosa acidez, esse branco possui aroma de frutas brancas, notas de ervas frescas e toque floral. Elaborado em Pfalz, região que produziu o primeiro Pinot Gris varietal, esse branco expressa o estilo do terroir local e a experiência de Ernst Loosen, um dos maiores nomes dos vinhos da Alemanha.",Branco,Alemanha-Pfalz,Villa Wolf ,12.50% ABV,Em barricas de carvalho e tanques de aço inox. ,2014,Meio Seco/Demi-Sec,Amarelo claro.,"Frutas brancas, com notas de ervas frescas e toque floral. ","Equilibrado, com bom corpo e saborosa acidez.",9 °C,3 anos,"Risoto de camarão, lagosta gratinada, salada de bacalhau, ceviche, suflê de frango, caponata. "
https://wine.com.br/vinhos/louis-latour-marsannay-2013/prod15492.html,Louis Latour Marsannay 2013,4.0,1,"Um delicioso pinot noir, marcado por aromas de flores e frutas, e com um paladar elegante, de taninos macios, bom corpo e frescor. Este exemplar nasce em Marsannay, a aldeia que marca a entrada norte da Côte d'Or a partir de Dijon, capital da Borgonha e antiga casa do Duque de Bourgogne. Ela está bem no início da Route des Grands Crus que segue pela estrada N6 através da Côte d'Or. Os vinhos de Marsannay são geralmente vivos e com boa estrutura; características que vêm do solo rico de ferro. Marsannay recebeu sua classificação como Appellation Contrôlée recentemente, em 1987, em reconhecimento à qualidade consistentemente alta de seu vinho.",Tinto,França-Bourgogne,Maison Louis Latour,13.00% ABV,10 a 12 meses em tanques de aço inox.,2013,Seco,Vermelho rubi.,"Nariz floral, com notas de cravo, iris e peónia, sobre frutas como groselha e cereja.","Tem bom corpo e frescor, é redondo, com taninos macios e final que traz um toque picante.",16 °C,5 anos,"Pato assado, ""coq au vin"", costeleta de cordeiro com batatas gratin dauphinois, bacalhau à Braz, salmão gratinado, steak tartare, queijos maduros semi-moles."
https://wine.com.br/vinhos/ernst-loosen-private-reserve-riesling-2015/prod15495.html,Ernst Loosen Private Reserve Riesling 2015,4.5,32,"Riesling com aromas de frutas frescas, como pêssego e lima, com nuance floral e traço mineral. Em boca, é frutado, mineral e de boa acidez. Ernst Loosen Private Reserve Riesling 2015 é uma safra exclusiva e reservada para a Wine, elaborado com uvas que possuem idade média de 60 anos, no Mosel, coração dessa variedade na Alemanha, que origina vinhos aclamados mundialmente.",Branco,Alemanha-Mosel,Dr. Loosen,12.50% ABV,,2015,Meio Seco/Demi-Sec,Amarelo-claro com reflexos esverdeados.,"Frutas frescas, como pêssego e lima, com nuance floral e traço mineral.","Frutado, mineral e de boa acidez.",9 °C,4 anos,"Joelho de porco com batatas, pato com laranja, kani com manga, arroz de frutos do mar, bolinho de bacalhau, galeto al primo canto."
https://wine.com.br/vinhos/dr-loosen-villa-wolf-pinot-noir-qualitatswein-2014/prod15497.html,Dr. Loosen Villa Wolf Pinot Noir Qualitatswein 2014,4.0,1,"Este vinho de aroma frutado e floral, com suave toque mineral, de paladar fresco e macio é um clássico Pinot Noir ao estilo do Pfalz. É elaborado por Ernest Loosen, um produtor de grande renome internacional, cujos vinhos expressam plenamente suas origens. Com base na região de Mosel, adquiriu em 1996 a centenária vinícola J.L. Wolf em Pfalz, uma das regiões mais vibrantes da Alemanha, onde produz exemplares deliciosos, como este Pinot Noir.",Tinto,Alemanha-Pfalz,Dr. Loosen,13.00% ABV,12 meses em barricas de carvalho usadas.,2014,Meio Seco/Demi-Sec,Vermelho rubi claro.,"Frutado, com ameixas, cerejas e amoras, também traz um toque mineral e de violetas.","Tem corpo leve, acidez agradável, taninos delicados, com final frutado com boa persistência.",14 °C,4 anos,"Vitela braseada, peito de frango ao vinho e cogumelos, iscas de salmão com molho teriyaki, lasanha de berinjela, atum selado com crosta de gergelim, queijos semi moles."
https://wine.com.br/vinhos/miguel-torres-cordilhera-de-los-andes-syrah-reserva-privada-2011/prod15392.html,Miguel torres cordilhera de los andes syrah reserva privada 2011,4.5,8,"Frutas negras em compota, geleia de groselha, notas de chocolate, especiarias e ervas secas são os aromas desse grande tinto de paladar elegante, com boa estrutura, taninos macios e presentes, notas de alcaçuz e especiarias. Com final longo e persistente, o Cordillera de Los Andes Reserva Privada Syrah 2011 é elaborado em Apalta, no Valle del Colchagua, berço de alguns vinhos ícones chilenos. Apalta, que no dialeto local significa solo pobre, faz referência ao solo da região, que possui baixa fertilidade, sendo um dos mais requisitados para a viticultura.",Tinto,,Miguel Torres,14.00% ABV,"12 meses em barricas de carvalho francês, sendo 50% novas e 50% de segundo uso.",2011,Seco,Rubi.,"Frutas negras em compota, geleia de groselha, notas de chocolate, especiarias e ervas secas.","Elegante, com boa estrutura, taninos macios e presentes, notas de alcaçuz e especiarias. Final longo e persistente.",16 °C,9 anos,"Nhoque ao ragu de ossobuco, costelinha de porco com chutney de damasco, conchiglione aos quatro queijos, magret de pato ao molho dijon, bife de chorizo no forno com batatas rústicas, filé de frango com crosta de parmesão."
https://wine.com.br/vinhos/miguel-torres-cordilhera-de-los-andes-chardonnay-reserva-privada-2013/prod15390.html,Miguel torres cordilhera de los andes chardonnay reserva privada 2013,,,"Fresco, com toque frutado, boa presença gustativa e notas amadeiradas, esse branco possui aroma de frutas maduras como abacaxi, nuances de coco, baunilha e tosta. A complexidade aromática e a intensidade do paladar podem ser justificadas pelo longo amadurecimento em barricas de carvalho, praticado, em sua maioria, apenas em brancos nobres. Com um nome que faz referência à Cordilheira dos Andes e à Cordilheira da Costa, esse Reserva Privada traz a expressão do Valle del Limarí, um dos terroirs premium do Chile, que tem a Chardonnay como uma das uvas de maior expressão no local.",Branco,,Miguel Torres,13.50% ABV,12 meses em barricas de carvalho.,2013,Seco,Amarelo claro.,"Frutas maduras como abacaxi, notas de coco, baunilha e tosta.","Fresco, com toque frutado, boa presença gustativa e notas amadeiradas.",10 °C,7 anos,"Lula recheada com camarão, risoto de pera com gorgonzola, paillard de frango com legumes salteados, shitake recheado com cream cheese e alho poró, brandade de bacalhau gratinado, lagosta no abacaxi."
https://wine.com.br/vinhos/quinta-do-crasto-douro-doc-2014/prod15365.html,Quinta Do Crasto Douro Doc 2014,,,"Notas de frutas vermelhas, nuances florais e de pimenta-do-reino são os aromas desse tinto com boa presença gustativa, taninos marcantes, boa acidez e notas de frutas mescladas às especiarias. Elaborado com diferentes variedades portuguesas, esse rótulo expressa a experiência da Quinta do Crasto, uma das vinícolas mais importantes da região do Douro, e que possui mais de 4 séculos de história.",Tinto,Portugal-Douro,Quinta do Crasto,14.00% ABV,95% em cubas de aço inox; 5% em barricas de carvalho francês.,2014,Seco,Rubi intenso.,"Notas de frutas vermelhas, nuances florais e de pimenta-do-reino.","Boa presença, taninos marcantes, boa acidez e notas de frutas mescladas às especiarias.",16 °C,5 anos,"Picanha invertida, escalopes de mignon com purê de mandioquinha, tagliatelle ao ragu de pato, alheira assada, bacalhoada, queijos de média cura."
https://wine.com.br/vinhos/espumante-castelar-reserve-brut/prod15387.html,Espumante Castelar Reserve Brut,4.0,1,"Frutas brancas maduras, notas de brioche e delicada presença de frutas secas, são os aromas desse espumante de paladar cremoso, fresco, com boa estrutura e notas tostadas. Elaborado com o método tradicional e amadurecido por 18 meses em contato com as borras, que agrega mais complexidade e estrutura, o Castelar Brut Reserve é um Blanc de Noir, ou seja, um exemplar com tonalidade branca, mas elaborado com uvas tintas. Com um estilo maduro e cheio de personalidade, esse rótulo expressa a experiência da Familia Deicas, um dos maiores nomes do vinho no Uruguai e responsáveis por impulsionar a viticultura no país.",Espumante,Uruguai-Canelones,Familia Deicas,11.50% ABV,18 meses em contato com as borras.,,Brut,Amarelo com reflexos dourados.,"Frutas brancas maduras, com notas de brioche e delicada presença de frutas secas.","Cremoso, fresco, com boa estrutura e notas tostadas.",8 °C,2 anos,"Casquinha de siri gratinada, fettuccine ao molho de nozes, nachos de salmão defumado, iscas de bacalhau empanado, atum selado com crosta de gergelim, carpaccio. "
https://wine.com.br/vinhos/miguel-torres-hemisferio-carmenere-2015/prod15391.html,Miguel torres hemisfério carmenere 2015,3.0,8,"Esse tinto com aromas de frutas vermelhas, notas de pimenta e baunilha tem um paladar elegante, fresco, macio, com nuances de tosta e final agradável. Um surpreendente exemplar da uva Carménère, em que o estilo frutado prevalece, o estágio em barricas de carvalho se mostra discreto e elegante, e a nota herbácea, comum a vinhos chilenos dessa uva, não se apresenta. Ele tem uma versatilidade que o torna ótimo companheiro para uma refeição e também para ser consumido com aperitivos.",Tinto,,Miguel Torres,13.50% ABV,50% do vinho amadureceu por 6 meses em barricas de carvalho francês.,2015,Seco,Rubi intenso.,"Frutas vermelhas com notas de pimenta e baunilha, com um leve toque mentolado.","Elegante, fresco, com taninos macios, nuances de tosta e final agradável.",15 °C,5 anos,"Alcatra à brasileira, empadão de abóbora com carne seca, falafel assado, espaguete ao sugo com almondegas, pizza de lombo, queijos semimoles."
https://wine.com.br/vinhos/almaviva-2013/prod15372.html,Almaviva 2013,4.5,2,"Tinto emblemático que encanta pelos aromas de frutas negras maduras, como cereja, notas de cassis, alcaçuz, café e caramelo, com nuance de violeta. Seu paladar é amplo, equilibrado, exuberante, elegante e com final persistente. Almaviva 2013 foi elaborado com vinhas de videiras mais antigas, de forma a agregar mais complexidade, elegância e potência a essa pontuada safra. Mais uma grande safra desse vinho que é sucesso mundial.",Tinto,,Almaviva,15.00% ABV,18 meses em barricas novas de carvalho francês.,2013,Seco,Rubi intenso e profundo.,"Frutas negras maduras, como cereja, notas de cassis, alcaçuz, café e caramelo, com nuance de violeta.","Amplo, equilibrado, exuberante, elegante e com final persistente.",16 °C,18 anos,"Magret de pato, risoto de funghi, medalhão de mignon com batatas ao murro, costeletas de javali ao poivre, assado de tira e picanha suína ao balsâmico."
https://wine.com.br/vinhos/trentham-estate-syrah-2015/prod15378.html,Trentham estate syrah 2015,3.0,22,"Marcado pelos seus aromas de frutas negras e notas de especiarias, com textura muito macia e toques picantes em boca, esse shiraz tem as caracteristicas típicas que os vinhos desta uva desenvolvem na Austrália. E como parte da linha Estate, refleta a história da família Murphy, cuja dedicação e experiência adquirida ao longo dos mais de 100 anos elaborando vinhos, é claramente por nós entendida ao lermos seu lema: ""A nossa vida, o seu vinho."" O terroir, a uva e a saga de uma família expressas em um vinho.",Tinto,Austrália-Murray Darling,Trentham Estate,14.50% ABV,"10 meses em barricas de carvalho francês e americano, em parte novas.",2015,Seco,Vermelho rubi concentrado.,"Frutas negras maduras, chocolate e especiarias.","Boa estrutura, taninos maduros, acidez equilibrada, com notas picantes ao final.",16 °C,7 anos,"Bombom de alcatra ao molho de três pimentas, barreado, chambaril, canelone de carne seca gratinado, risoto de tomate seco com queijo coalho, queijos semimoles."
https://wine.com.br/vinhos/ropiteau-freres-chardonnay-2015/prod15419.html,Ropiteau Frères Chardonnay 2015,4.5,64,"Abacaxi, pera, melão, notas de baunilha e toque de tosta são os aromas desse branco de paladar leve, delicado, com agradável acidez e final amadeirado. Além de qualidade, a vinícola francesa Roupiteau Frères expressa nesse vinho a experiência e personalidade do enólogo, que optou por vinificar esse exemplar em diferentes recipientes, entre eles as tradicionais barricas de carvalho para agregar aromas. Essa técnica foi executada de forma minimalista, para não perder a vivacidade e estrutura natural de uma das uvas brancas mais difundidas no mundo do vinho.",Branco,França-Languedoc-Roussillon,Ropiteau Frères,12.00% ABV,,2015,Seco,Amarelo claro com reflexos esverdeados. ,"Abacaxi, pera e melão, com notas de baunilha e toque de tosta. ","Leve, delicado, com agradável acidez e final amadeirado. ",8 °C,3 anos,"Espaguete com manteiga de ervas, quiche lorraine, moqueca de legumes, salada de bacalhau, arroz de camarão, crepe de frango com queijo."
https://wine.com.br/vinhos/champagne-taittinger-millesime-brut-2008/prod15379.html,Champagne Taittinger Millésime Brut 2008,,,"Champagne de grande personalidade, que traz aromas de leveduras, notas de chá verde e toques cítricos e florais, com bom corpo, textura cremosa e fresca, com longo final. Champagne Taittinger Millésime 2008 Brut é produzido com uvas selecionadas, provenientes de vinhedos ""Grands Crus"", sendo os de Chardonnay da Cotê des Blancs, e os de Pinot Noir da Montagne de Reims e do Vale do Marne. Desde 1932 a Maison Taittinger tem crescido e conquistado seu lugar entre as melhores ""casas de champagne"", mostrando com audácia um estilo de vinho particular. Este vintage recebeu 93 pontos do crítico James Suckling.",Espumante,França-Champagne,Taittinger,12.50% ABV,Método Champenoise por no mínimo 6 anos em autólise.,2008,Brut,"Amarelo claro, com perlage abundante com bolhas pequenas.","Notas de leveduras, minerais, com um toque de chá verde, nuances cítricas e um traço floral.","Tem bom corpo, textura cremosa, delicioso frescor, é harmônico, refinado e de final longo e mineral.",10 °C,10 anos,"Ostras ao molho mignonette, vieiras ao gratin, risoto de cogumelos ao caviar, medalhões de porco com laranja, frango à marengo, cammembert empanado e outros queijos como brie, azeitão, crottin chavignonl e temperados como o chancliche."
https://wine.com.br/vinhos/miguel-torres-hemisferio-cabernet-2015/prod15389.html,Miguel Torres Hemisfério Cabernet - 2015,2.5,9,"Um Cabernet Sauvignon que traz aromas de frutas negras, goiaba madura, especiarias e alcaçuz e um toque do carvalho. Em boca, revela-se saboroso, com taninos finos e boa acidez. Encanta por sua elegância, representando bem o perfil varietal dessa que é uma uva de grande importância para o país andino. A influência do carvalho aparece discreta nos aromas finamente integrados, mas notável na fineza que conferiu ao vinho. Por sua estrutura e sabores, ele tem um perfil gastronômico perfeito para harmonizar com pratos variados.",Tinto,,Miguel Torres,13.50% ABV,40% do vinho por 6 meses em carvalho francês.,2015,Meio Seco/Demi-Sec,Rubi intenso.,"Frutas negras com notas de goiaba madura, especiarias e alcaçuz, com um toque de carvalho.","Paladar saboroso, com taninos finos, boa acidez e final com nuances vegetais.",16 °C,5 anos,"Costela bovina com polenta, fettucine com nozes e tomates secos, arroz de suã, frango ao molho pardo, pizza de calabresa, queijos duros."
https://wine.com.br/vinhos/chateau-langlet-a-o-c-graves-2012/prod15373.html,Château Langlet A.O.C. Graves 2012,3.5,4,"Com intenso aroma de frutas vermelhas como cereja e amora, notas amadeiradas, de especiarias e alcaçuz, esse tinto possui um paladar elegante, com taninos macios, nuances de frutas maduras e tosta. Com uma produção limitada, o Chateau Langlet é um dos crus mais antigos da região do Graves. Elaborado com uvas provenientes de vinhas com cerca de 25 anos de idade, esse exemplar é um típico representante da região.",Tinto,França-Graves,Château Langlet,13.00% ABV,12 meses em barricas de carvalho francês.,2012,Seco,Rubi.,"Frutas vermelhas como cereja e amora, com notas amadeiradas, de especiarias e alcaçuz.","Elegante, com taninos macios, nuances de frutas maduras e tosta.",15 °C,6 anos,"Prime rib, risoto de cogumelos, ravioli com mussarela de búfala, costeletas de cordeio, tagliatelle com ragu de carne, codorna recheada. "
https://wine.com.br/vinhos/santa-helena-siglo-de-oro-reserva-chardonnay-2015/prod15325.html,Santa Helena Siglo De Oro Reserva Chardonnay 2015,,,"O aroma de frutas tropicais maduras, notas de damasco e melão, com toque amadeirado completa o paladar frutado, elegante, equilibrado, com boa presença em boca e notas de baunilha desse exemplar. Elaborado com a variedade branca mais difundida no mundo do vinho, a Chardonnay, esse rótulo faz referência a importância da chegada das primeiras videiras ao Chile.",Branco,,Santa Helena,13.50% ABV,Parte do vinho estagiou 6 meses em barricas de carvalho.,2015,Seco,Amarelo claro com reflexos esverdeados. ,"Frutas tropicais maduras, notas de damasco e melão, com toque amadeirado. ","Frutado, elegante, equilibrado, com boa presença em boca e notas de baunilha.",10 °C,4 anos,"Truta grelhada com alcaparras, moqueca, legumes grelhados, galeto recheado, salada de bacalhau, camarões salteados."
